GeneName	Astro_GFP_AD_63694	Astro_GFP_WT_63702	Astro_GFP_WT_63703	Astro_GFP_WT_63746	Astro_GFP_WT_63747	Astro_GFP_WT_63765	Astro_GFP_WT_63778	Astro_SOCS3_WT_63704	Astro_SOCS3_WT_63750	Astro_SOCS3_WT_63780	Astro_SOCS3_WT_63796	Astro_SOCS3_WT_63799
ENSMUSG00000108171	45	0	0	0	0	0	0	19	0	32	22	27
ENSMUSG00000067825	85	278	1	155	313	183	161	257	280	247	165	341
ENSMUSG00000030107	285	104	0	62	0	219	231	76	103	62	214	150
ENSMUSG00000030108	179	1054	622	772	579	1205	936	31	0	267	69	51
ENSMUSG00000030111	342	226	0	573	353	444	134	132	439	616	433	277
ENSMUSG00000007458	5396	8535	6219	7696	9497	4079	6482	6761	7996	7185	7284	8749
ENSMUSG00000040669	1494	782	566	1016	1169	1468	826	871	1260	1569	923	969
ENSMUSG00000040649	1473	1748	573	1223	1181	493	1356	919	1678	1458	1194	1798
ENSMUSG00000030116	31	42	0	54	0	178	22	0	50	11	21	35
ENSMUSG00000040613	96	371	74	383	26	10	483	164	164	166	31	212
ENSMUSG00000003153	115	168	0	57	330	0	130	31	6	47	1	53
ENSMUSG00000107066	16	3	9	12	11	12	10	12	9	14	10	12
ENSMUSG00000107868	30	53	13	129	155	176	106	75	27	108	108	97
ENSMUSG00000003154	649	1298	484	989	606	556	1232	954	1385	1117	738	1241
ENSMUSG00000040552	640	771	682	314	313	1006	109	57	61	162	59	74
ENSMUSG00000030327	2604	3107	2175	3014	4939	1662	2303	2423	3414	2657	2766	3720
ENSMUSG00000023349	32	28	0	13	0	148	29	0	0	9	0	0
ENSMUSG00000005069	1539	1571	2851	1403	904	1565	1292	972	1965	2025	1717	1572
ENSMUSG00000008153	5	226	0	275	0	0	223	55	0	49	44	59
ENSMUSG00000038527	1	19	0	29	0	8	0	10	10	12	13	10
ENSMUSG00000038521	0	111	0	87	0	102	11	0	45	25	62	0
ENSMUSG00000079343	0	0	0	60	0	2	62	51	50	147	34	16
ENSMUSG00000004270	6166	9482	4013	6181	6308	5649	6411	6569	8517	8479	8537	10292
ENSMUSG00000004268	3247	3307	2268	2575	2699	1602	2296	1950	2994	2875	3015	3024
ENSMUSG00000004264	4062	3096	2001	3502	4085	3517	2713	2651	3964	3453	4460	3865
ENSMUSG00000004266	101	334	106	358	0	847	91	24	25	108	84	55
ENSMUSG00000072772	1637	907	577	884	1014	1130	676	803	1261	1142	1149	1000
ENSMUSG00000004263	27	8	24	6	40	35	5	13	29	12	23	12
ENSMUSG00000004267	314	649	27	601	860	99	550	550	382	592	494	871
ENSMUSG00000030125	576	301	279	727	581	0	286	100	49	300	232	531
ENSMUSG00000038451	574	380	179	270	793	1040	364	213	316	437	458	485
ENSMUSG00000023456	23800	24596	17671	24710	33863	23738	14481	23929	31909	23869	24842	24683
ENSMUSG00000038429	3222	5567	2726	2599	4018	2556	4618	2706	3709	4147	3458	3869
ENSMUSG00000023505	0	22	0	98	222	2	74	21	96	9	58	44
ENSMUSG00000023191	2351	1494	885	1916	1706	1121	2003	1413	2409	2428	2425	2623
ENSMUSG00000038390	860	1031	451	709	1260	1232	1093	1347	2197	1623	1692	1256
ENSMUSG00000030124	77	74	32	39	42	62	36	13	4	12	5	0
ENSMUSG00000030122	764	662	677	535	1055	1610	349	501	1232	445	658	463
ENSMUSG00000030120	20329	21437	19159	18151	25666	22237	12234	15335	22043	19426	20903	19305
ENSMUSG00000030127	5350	6298	3887	5174	6307	6463	3764	4234	6173	5402	5155	5298
ENSMUSG00000038346	926	1445	1732	968	1162	725	1216	681	1453	1506	1274	1449
ENSMUSG00000108034	5	17	25	8	0	0	26	0	10	7	13	24
ENSMUSG00000030330	156	52	0	122	29	42	239	58	160	139	135	149
ENSMUSG00000108037	29	138	135	101	50	151	175	97	162	208	69	82
ENSMUSG00000072770	296	244	419	196	266	451	309	219	433	532	299	240
ENSMUSG00000067714	50	55	0	17	0	0	38	11	0	28	3	29
ENSMUSG00000063870	2196	1792	2286	1462	3024	2082	2116	1728	2936	2331	2020	2472
ENSMUSG00000038279	761	1020	1052	901	2248	882	954	644	1377	949	1048	1461
ENSMUSG00000038271	1038	888	1161	811	890	1048	1069	694	1251	1479	1434	1190
ENSMUSG00000057666	67683	67251	50797	65235	82954	80681	39308	80127	102676	65338	75304	67747
ENSMUSG00000038252	653	383	552	524	864	494	976	546	1418	632	642	896
ENSMUSG00000030335	2397	2665	2420	2450	4642	4198	1384	1938	2987	2148	2790	2300
ENSMUSG00000030337	281	959	1094	1018	939	377	1508	616	1228	1544	1397	1317
ENSMUSG00000038213	1495	805	691	668	1289	1181	749	628	560	659	772	683
ENSMUSG00000030336	12	27	27	38	13	12	8	3	37	36	21	16
ENSMUSG00000030339	1396	1236	1312	1123	1843	1946	1033	1149	1330	999	1268	1143
ENSMUSG00000030340	106	319	0	367	269	13	201	40	118	155	117	258
ENSMUSG00000030341	1528	2680	1345	2200	2320	2941	1245	2380	2656	2264	1765	2384
ENSMUSG00000030342	16025	10542	11477	11507	15081	13480	10498	10461	12048	9685	11454	14841
ENSMUSG00000101191	0	31	0	17	52	5	9	3	24	5	10	21
ENSMUSG00000101162	23	11	0	3	0	0	2	11	10	11	2	17
ENSMUSG00000001930	682	728	1421	565	218	1120	940	75	105	153	86	80
ENSMUSG00000045534	61	15	0	33	0	32	49	0	0	0	0	0
ENSMUSG00000038077	91	401	548	312	592	978	364	395	431	506	120	561
ENSMUSG00000000399	7692	6843	5463	6160	10006	6886	3372	5671	7342	5983	6139	6312
ENSMUSG00000030346	128	0	0	0	262	0	0	10	98	0	0	31
ENSMUSG00000030347	346	828	1014	1042	1027	41	388	559	1297	750	725	818
ENSMUSG00000038028	6	120	189	169	3	221	37	146	121	165	166	171
ENSMUSG00000000184	3015	2378	2254	2379	3355	2151	1740	2166	2997	2160	2480	2168
ENSMUSG00000097166	379	78	0	176	386	41	151	231	120	257	248	229
ENSMUSG00000106755	24	10	12	16	25	19	10	17	20	16	17	21
ENSMUSG00000037997	426	958	412	541	919	1203	1104	428	850	947	814	1218
ENSMUSG00000061414	0	12	0	77	15	97	81	16	119	35	73	123
ENSMUSG00000030351	31	14	0	86	243	0	114	47	14	31	22	136
ENSMUSG00000030352	3593	7105	4837	4001	3210	3374	6485	5616	5837	5298	5405	7969
ENSMUSG00000107879	5	148	0	62	19	458	41	120	129	184	101	66
ENSMUSG00000107810	0	0	0	0	0	0	0	2	0	30	10	40
ENSMUSG00000056771	0	22	32	28	67	0	36	22	7	10	36	56
ENSMUSG00000097979	43	38	31	28	37	27	15	25	61	39	36	29
ENSMUSG00000053173	24	13	16	8	6	25	4	7	8	7	7	5
ENSMUSG00000001521	1661	1272	872	738	749	1972	1336	1140	1785	1751	1683	1381
ENSMUSG00000108267	37	15	266	19	30	4	8	70	60	47	45	45
ENSMUSG00000097253	0	15	0	14	0	0	0	27	14	0	24	2
ENSMUSG00000048668	562	345	1295	276	370	375	278	319	367	360	281	353
ENSMUSG00000001517	0	19	217	26	0	0	42	11	95	55	0	39
ENSMUSG00000001520	193	346	244	155	143	564	148	73	70	55	104	73
ENSMUSG00000001518	1229	1038	412	670	1342	788	876	794	1558	841	1034	1154
ENSMUSG00000030357	7223	7142	6694	5566	8299	6191	4532	5734	6470	6123	7031	6535
ENSMUSG00000059659	59	43	0	60	0	77	19	18	14	40	42	35
ENSMUSG00000037827	119	182	142	151	115	114	158	164	198	187	148	201
ENSMUSG00000108095	37	36	21	27	45	43	13	10	34	21	23	32
ENSMUSG00000090164	58	18	0	34	0	0	20	0	0	20	1	0
ENSMUSG00000087150	661	1408	376	876	1408	933	345	785	966	664	621	922
ENSMUSG00000097675	0	8	0	33	0	0	5	30	12	39	0	18
ENSMUSG00000030161	3517	3816	3174	3492	3488	3619	2128	3340	4213	3501	3716	3703
ENSMUSG00000107997	0	14	0	8	0	0	53	23	31	60	43	46
ENSMUSG00000030188	241	164	374	182	95	166	120	153	334	155	197	245
ENSMUSG00000030189	1960	1357	1319	1286	1661	1534	983	1065	1417	1117	1284	1444
ENSMUSG00000072704	2800	4658	3072	4839	6414	4508	2667	3715	4509	2705	3793	3577
ENSMUSG00000107838	81	15	0	54	60	0	53	50	73	48	68	95
ENSMUSG00000030199	674	840	728	455	652	788	820	400	719	598	673	578
ENSMUSG00000092134	17	29	0	15	53	0	14	10	6	1	8	17
ENSMUSG00000030201	747	960	1211	1200	879	2128	820	586	1308	960	1122	910
ENSMUSG00000107728	11	16	0	70	41	118	39	98	29	32	52	26
ENSMUSG00000032718	139	296	4	299	454	192	165	268	413	291	312	503
ENSMUSG00000042992	891	1029	1154	880	1488	1166	627	587	1241	843	915	906
ENSMUSG00000030203	109	91	0	151	320	229	172	185	473	165	376	295
ENSMUSG00000032652	268	762	83	910	248	4	574	386	788	802	595	775
ENSMUSG00000032641	5104	6083	4481	4141	5395	3142	3762	4306	6613	5715	5516	6124
ENSMUSG00000100876	20	84	9	50	36	1	110	28	18	65	105	199
ENSMUSG00000003031	107	142	388	168	459	286	54	243	280	87	187	194
ENSMUSG00000090698	149	118	141	244	1	70	270	74	244	138	8	30
ENSMUSG00000030204	2075	1455	615	1449	2044	1683	1623	1574	2403	1827	2083	1797
ENSMUSG00000042770	63	107	45	49	37	46	42	135	158	89	94	115
ENSMUSG00000030207	5845	9825	8294	7306	9096	4355	7491	7363	9868	6886	6386	8940
ENSMUSG00000082691	26	19	16	16	30	31	12	19	29	20	14	18
ENSMUSG00000030209	342	233	70	228	274	659	301	384	585	388	414	346
ENSMUSG00000030213	1209	1551	972	886	2597	726	1539	812	1525	1519	1097	1475
ENSMUSG00000096010	12	5	0	45	0	0	52	75	48	18	83	49
ENSMUSG00000060032	2003	1228	1419	1360	1954	2260	927	1007	1871	1291	1834	1181
ENSMUSG00000030216	904	2191	1216	1367	2203	1822	1495	1240	1275	1279	1344	1632
ENSMUSG00000047515	37	41	0	88	41	38	79	24	28	61	66	92
ENSMUSG00000030218	155	138	111	211	28	441	119	16	77	40	6	17
ENSMUSG00000030220	404	493	837	380	0	852	138	24	18	101	21	53
ENSMUSG00000030223	191	25	175	40	38	61	75	0	0	95	1	33
ENSMUSG00000015766	2975	11353	4270	8614	12214	3695	8424	7595	9188	8100	6269	10674
ENSMUSG00000030224	3694	4496	2619	4088	5715	3206	2823	3746	4522	3553	3441	4020
ENSMUSG00000030225	655	1173	926	1010	1579	1146	963	830	1278	1190	1408	1326
ENSMUSG00000008540	8924	9629	6381	9163	9758	10145	3998	5326	8842	4856	7291	6855
ENSMUSG00000030226	157	140	0	153	0	1	108	25	4	72	41	132
ENSMUSG00000030231	396	252	6	526	536	531	467	98	447	500	199	528
ENSMUSG00000030232	313	677	1	407	605	155	452	629	517	459	543	917
ENSMUSG00000080921	13	19	14	7	22	26	1	1	10	5	7	8
ENSMUSG00000107638	5	9	0	36	26	0	32	38	6	11	58	52
ENSMUSG00000041741	186	46	0	136	0	135	126	51	49	106	71	47
ENSMUSG00000030235	25976	43412	36277	34576	52793	20764	32042	36115	45127	47627	43906	48612
ENSMUSG00000030236	1	43	0	41	34	152	4	46	55	37	70	32
ENSMUSG00000030237	2768	4075	4696	3681	2065	4316	3495	122	505	847	193	965
ENSMUSG00000063975	0	39	0	243	0	0	0	0	83	33	43	0
ENSMUSG00000041671	227	135	167	339	246	147	365	293	370	308	327	435
ENSMUSG00000030243	387	400	1134	445	403	275	573	305	274	301	338	425
ENSMUSG00000030245	539	950	389	764	653	414	599	680	883	572	576	841
ENSMUSG00000030246	64643	93092	90941	78236	115382	75020	49657	57166	80828	67869	78447	69506
ENSMUSG00000030247	42	199	0	447	0	501	214	25	25	36	160	0
ENSMUSG00000030282	1048	1034	1188	877	961	1480	808	751	906	1006	839	1103
ENSMUSG00000030283	0	97	0	26	0	0	22	6	0	17	22	49
ENSMUSG00000030279	549	1071	27	1039	1181	524	1345	580	1212	1123	1027	1043
ENSMUSG00000030275	1300	2799	1527	2204	3238	1119	2251	1613	2134	2171	1759	3130
ENSMUSG00000041540	1997	1676	1969	1602	1483	2043	1865	1803	2207	2065	2133	1946
ENSMUSG00000030268	0	111	399	125	944	0	20	0	100	78	22	31
ENSMUSG00000043541	259	331	385	546	0	583	303	32	218	309	181	340
ENSMUSG00000040370	952	2593	811	2500	1969	1124	1198	1622	2193	1571	2223	2410
ENSMUSG00000030265	1212	1393	1357	1425	1962	1070	1307	1147	1135	809	1036	1218
ENSMUSG00000107756	100	31	99	0	108	40	27	0	28	13	113	87
ENSMUSG00000086013	266	166	120	135	272	234	91	121	254	212	277	200
ENSMUSG00000054966	23	49	0	88	0	0	32	13	99	65	36	95
ENSMUSG00000030259	122	203	198	28	115	1	152	85	231	53	89	142
ENSMUSG00000030256	868	1162	784	828	1022	1171	1556	838	1172	1111	1046	1223
ENSMUSG00000108126	65	28	0	14	51	2	21	25	67	66	6	30
ENSMUSG00000030255	279	1498	1351	880	1322	206	1087	1002	513	1079	846	971
ENSMUSG00000030287	5939	3807	4290	4494	3409	5085	3767	5098	6221	5125	4806	5444
ENSMUSG00000040250	602	1788	1287	1686	2517	190	1583	1388	1884	1765	1246	1797
ENSMUSG00000040242	1233	2346	1222	2653	2327	1990	1981	1480	2207	1382	1699	2289
ENSMUSG00000040234	2878	6929	4495	5638	5427	4040	4775	3989	4385	4279	3761	6569
ENSMUSG00000030291	1360	1376	1421	1060	1571	1593	1007	1285	2079	1149	1635	1598
ENSMUSG00000001630	1852	3924	2151	2893	3637	1385	3648	2406	3006	3459	2644	3914
ENSMUSG00000040187	75	25	0	73	1	0	0	76	69	84	219	79
ENSMUSG00000016487	368	745	499	395	1225	25	833	124	254	258	228	207
ENSMUSG00000040112	1128	1267	979	1203	1498	1514	694	1237	1807	1566	1566	1419
ENSMUSG00000040102	76	1134	1117	650	430	568	732	177	519	440	408	723
ENSMUSG00000072660	7	18	0	23	97	0	19	0	29	4	33	26
ENSMUSG00000030301	769	971	1348	994	1909	1741	688	472	824	895	778	884
ENSMUSG00000030303	495	320	642	399	237	119	442	54	120	191	223	251
ENSMUSG00000030304	1279	2049	1754	2411	3347	1841	1607	1128	1584	1972	1804	1851
ENSMUSG00000107402	303	137	0	118	114	0	118	40	190	165	155	127
ENSMUSG00000030306	55	428	145	489	13	192	397	152	234	166	88	224
ENSMUSG00000063171	987	643	560	708	1354	944	369	454	1195	698	815	734
ENSMUSG00000040029	452	1045	117	778	1460	1898	1525	566	1164	836	871	1137
ENSMUSG00000107909	153	55	0	235	96	0	61	80	44	72	280	180
ENSMUSG00000030309	420	186	0	158	109	505	228	302	391	487	388	468
ENSMUSG00000039985	46	36	109	95	119	0	60	63	12	23	62	49
ENSMUSG00000030313	283	506	1227	256	229	1387	489	228	458	370	541	534
ENSMUSG00000039958	455	266	19	522	269	308	279	481	641	399	577	673
ENSMUSG00000068250	1379	1356	516	1376	1601	1314	741	1190	1882	1116	1720	1564
ENSMUSG00000032712	434	649	910	1032	1916	492	627	683	1205	607	848	1246
ENSMUSG00000003452	807	1389	1548	1138	487	472	945	1510	1665	827	1413	2102
ENSMUSG00000096299	0	46	0	9	29	0	19	14	21	31	7	38
ENSMUSG00000055452	28	58	18	23	40	0	52	42	29	25	15	30
ENSMUSG00000107470	51	30	52	22	48	45	31	38	53	41	43	39
ENSMUSG00000068566	168	578	329	1051	515	613	448	267	422	607	343	680
ENSMUSG00000078816	0	43	0	72	0	0	100	16	76	45	34	40
ENSMUSG00000069806	10	8	1	20	0	7	18	33	19	24	9	10
ENSMUSG00000107815	77	10	31	51	71	15	24	31	85	19	61	39
ENSMUSG00000053395	233	138	10	118	44	187	130	157	210	106	186	143
ENSMUSG00000107862	34	106	0	34	47	78	46	101	162	80	136	73
ENSMUSG00000107585	233	84	0	39	154	118	78	53	48	97	98	16
ENSMUSG00000078815	0	12	0	25	19	0	18	10	8	17	0	13
ENSMUSG00000054594	0	23	0	27	0	0	35	10	58	31	71	13
ENSMUSG00000035674	2363	2493	1638	1766	5303	3219	1173	1268	2758	1829	2531	1958
ENSMUSG00000006335	766	686	737	541	1236	277	391	377	855	664	648	616
ENSMUSG00000008373	1436	1698	2595	1556	2197	1903	1486	1270	2058	1838	1910	1731
ENSMUSG00000085039	54	93	0	50	0	0	77	29	44	32	50	33
ENSMUSG00000035632	365	1082	435	869	1232	486	1195	680	1076	1082	1021	1117
ENSMUSG00000078813	927	790	600	899	862	246	732	596	781	730	989	1058
ENSMUSG00000019734	213	113	126	112	73	163	115	62	204	165	130	133
ENSMUSG00000035596	2380	3444	1249	2216	2912	2451	2239	2589	3542	2811	3028	3699
ENSMUSG00000035585	5523	5988	2936	5081	6169	5458	3265	4261	5978	5055	5658	5744
ENSMUSG00000006333	3727	2875	2296	2367	4638	5178	1468	2274	3633	2250	2865	2077
ENSMUSG00000055541	514	1252	826	870	1934	716	1054	438	864	752	1104	734
ENSMUSG00000086155	1258	588	1562	881	1261	712	750	656	814	1078	865	1152
ENSMUSG00000030428	58771	64988	50561	62648	74270	64131	59492	69046	88699	72183	74144	79362
ENSMUSG00000085886	235	104	93	127	123	11	318	225	264	167	88	146
ENSMUSG00000035545	7308	11385	6396	11956	16605	7496	29730	7284	15938	22938	15049	17140
ENSMUSG00000043432	229	394	437	469	543	309	214	317	464	535	480	603
ENSMUSG00000063838	39	22	0	20	0	142	15	12	10	4	9	12
ENSMUSG00000008435	1094	476	93	283	473	404	319	370	869	403	607	512
ENSMUSG00000006154	313	138	8	232	0	0	218	142	366	308	76	84
ENSMUSG00000019254	3413	3086	2380	2501	2319	2493	2659	1981	3021	2875	3192	3061
ENSMUSG00000064179	125	36	0	39	114	90	70	80	53	90	92	61
ENSMUSG00000035458	17	0	0	21	0	79	31	17	20	1	38	17
ENSMUSG00000055809	194	51	246	245	0	0	40	19	7	30	10	124
ENSMUSG00000004961	83	153	2	181	123	262	48	24	18	18	47	150
ENSMUSG00000045282	223	204	144	208	512	176	276	123	268	460	442	299
ENSMUSG00000052296	3158	5327	3353	4076	5684	2105	3565	2512	4437	4834	3543	5261
ENSMUSG00000108477	37	23	0	50	23	0	2	23	43	100	8	19
ENSMUSG00000063802	2641	2174	1918	2051	2061	3153	1601	1726	2309	2187	2248	2122
ENSMUSG00000035390	36	12	0	13	12	13	26	62	78	63	36	35
ENSMUSG00000059851	1511	1696	609	1804	2575	1880	2593	1677	2412	2414	2418	1770
ENSMUSG00000051811	376	283	146	292	405	208	206	157	397	235	255	258
ENSMUSG00000030431	246	146	22	158	120	338	108	117	245	156	213	181
ENSMUSG00000030432	1025	759	595	658	1517	1201	399	728	1488	582	1113	737
ENSMUSG00000060860	482	524	402	400	1055	591	331	311	685	372	459	420
ENSMUSG00000053550	0	1	0	66	0	27	11	52	94	64	101	61
ENSMUSG00000052605	1072	473	1053	496	777	902	330	529	678	619	698	546
ENSMUSG00000086784	218	217	413	214	297	134	236	258	300	260	234	225
ENSMUSG00000074406	10	68	1	21	84	174	35	70	109	62	132	68
ENSMUSG00000035285	1363	1004	621	914	1081	1014	588	668	938	804	830	913
ENSMUSG00000030433	99	83	0	87	0	0	14	83	106	37	34	128
ENSMUSG00000051550	678	371	71	421	438	461	443	355	655	658	687	475
ENSMUSG00000061374	784	1674	874	1075	1286	438	1140	899	1616	968	1198	1302
ENSMUSG00000051184	72	184	335	202	143	149	89	158	238	119	244	155
ENSMUSG00000074405	57	139	112	171	58	274	155	200	260	214	239	245
ENSMUSG00000035228	91	41	0	66	0	102	113	32	30	50	98	133
ENSMUSG00000043290	4	12	0	11	1	21	19	2	6	14	4	12
ENSMUSG00000086604	152	24	1	83	66	0	8	65	117	162	97	58
ENSMUSG00000055633	423	271	279	213	265	413	191	230	374	254	276	315
ENSMUSG00000109274	2	22	116	17	57	7	19	5	48	18	13	20
ENSMUSG00000030435	649	758	494	709	641	356	670	857	1179	859	865	808
ENSMUSG00000035203	594	492	471	540	459	658	465	611	910	555	505	476
ENSMUSG00000083649	43	17	0	40	9	0	9	31	39	93	34	17
ENSMUSG00000046792	432	306	426	338	889	663	350	425	600	374	405	389
ENSMUSG00000109108	96	75	0	72	0	138	122	76	158	124	164	112
ENSMUSG00000044876	1203	861	172	820	789	1798	818	808	1149	933	968	971
ENSMUSG00000108949	51	31	4	30	108	40	19	21	25	21	24	37
ENSMUSG00000054893	42	241	925	295	757	5	207	171	130	150	146	192
ENSMUSG00000030443	3	126	0	205	289	126	125	122	289	251	316	251
ENSMUSG00000109080	1	26	81	21	60	55	16	10	16	19	8	11
ENSMUSG00000109398	523	151	0	60	0	150	88	84	103	128	202	172
ENSMUSG00000055150	37	227	1	38	0	2	86	103	293	302	296	288
ENSMUSG00000062861	499	784	0	630	1522	16	1167	492	659	1295	825	1141
ENSMUSG00000093536	0	1	76	9	1	7	13	15	11	10	10	17
ENSMUSG00000002266	35	37	0	91	61	309	216	97	72	58	145	89
ENSMUSG00000002265	2125	1469	169	1672	1712	1394	2369	1434	2581	2374	2130	3336
ENSMUSG00000051527	54	0	0	6	98	8	25	54	7	28	27	20
ENSMUSG00000062116	302	684	359	500	796	0	203	305	600	420	387	630
ENSMUSG00000063535	0	0	627	114	0	0	113	128	79	0	30	96
ENSMUSG00000034538	329	254	0	124	247	0	110	3	8	71	3	245
ENSMUSG00000066838	100	853	70	415	682	50	846	549	777	976	805	1026
ENSMUSG00000110105	129	165	13	281	173	285	279	144	282	260	265	245
ENSMUSG00000098900	52	98	0	96	226	0	133	112	95	121	92	140
ENSMUSG00000000605	8813	11815	5970	10552	12773	10053	10005	7888	11413	10205	9468	11560
ENSMUSG00000092574	15	32	0	27	0	0	16	7	15	1	13	31
ENSMUSG00000092624	64	42	0	49	226	169	41	12	0	7	14	41
ENSMUSG00000092312	160	38	126	100	25	0	44	1	16	29	14	48
ENSMUSG00000092178	14	15	39	4	11	0	9	16	11	5	11	23
ENSMUSG00000030393	255	443	0	536	517	71	302	479	358	368	404	526
ENSMUSG00000093826	19	17	27	16	54	25	12	12	28	7	14	11
ENSMUSG00000034071	0	211	299	24	0	0	289	89	202	101	113	153
ENSMUSG00000030386	1444	1774	731	1955	1766	1471	1911	1228	1628	1764	1365	2620
ENSMUSG00000070822	249	341	0	242	678	1	274	86	408	291	115	480
ENSMUSG00000109724	17	21	8	13	18	14	27	10	17	6	64	9
ENSMUSG00000057894	626	863	1101	795	1402	525	1014	539	1012	974	991	1082
ENSMUSG00000058638	1163	1936	945	2005	1594	3	2218	945	1558	1534	1334	2137
ENSMUSG00000110320	57	2	0	1	0	0	19	2	26	15	0	15
ENSMUSG00000060397	419	323	0	135	138	195	177	191	247	191	281	223
ENSMUSG00000054715	932	1070	0	681	622	1090	530	523	882	663	649	769
ENSMUSG00000012848	1618	980	829	910	1902	2565	613	1171	1777	970	1218	1127
ENSMUSG00000033967	154	0	0	0	0	0	0	15	8	10	17	0
ENSMUSG00000004500	34	161	0	235	264	20	266	281	392	362	224	314
ENSMUSG00000033961	485	1404	1182	765	503	333	1640	587	786	1411	750	1212
ENSMUSG00000030382	2	14	0	0	0	62	0	9	14	37	18	33
ENSMUSG00000005566	2619	2816	1399	2530	3493	1491	2238	2139	2913	2834	2639	2624
ENSMUSG00000049600	182	442	586	249	301	575	243	292	459	332	386	447
ENSMUSG00000033916	5662	4631	3889	4104	7258	6811	2876	3657	5936	4181	4934	4403
ENSMUSG00000005575	2796	2065	1747	1658	3172	2461	1245	1478	2094	1854	2071	1867
ENSMUSG00000030380	240	273	822	179	248	2	62	167	92	149	343	167
ENSMUSG00000070814	75	302	283	387	51	204	356	362	450	291	459	405
ENSMUSG00000056394	153	254	628	179	44	338	225	127	182	319	109	290
ENSMUSG00000041571	5920	5550	4821	4160	10356	10240	2543	3939	6826	3680	4898	3715
ENSMUSG00000041560	2595	1813	1391	1592	2536	4568	1521	1245	2051	2066	2159	1692
ENSMUSG00000074364	297	449	0	307	7	138	587	81	238	170	191	276
ENSMUSG00000070808	138	132	153	51	307	59	114	131	283	149	228	138
ENSMUSG00000109984	11	12	0	0	20	0	0	18	9	30	8	13
ENSMUSG00000006024	11085	11424	8275	9658	13861	11014	8799	7135	8897	10027	9979	10682
ENSMUSG00000006021	2724	1715	2020	1534	2617	2137	1401	1482	2414	1898	1908	1994
ENSMUSG00000041420	1329	668	697	783	1136	1045	661	745	1199	908	1153	1023
ENSMUSG00000006019	941	592	571	588	678	56	912	502	507	950	763	999
ENSMUSG00000049130	533	662	268	435	0	880	204	64	124	36	130	35
ENSMUSG00000091811	938	422	771	457	753	1270	398	598	553	474	755	541
ENSMUSG00000041375	385	233	317	161	78	217	370	187	327	431	463	408
ENSMUSG00000002083	45	27	3	24	20	15	13	11	57	32	23	24
ENSMUSG00000052833	2771	3448	4184	3136	3010	2994	2114	2156	3649	2744	2195	3290
ENSMUSG00000059273	354	248	88	197	618	554	278	230	383	396	454	354
ENSMUSG00000109781	193	2	3	86	2	0	9	33	91	36	24	85
ENSMUSG00000019158	1563	1112	1077	990	1713	1460	442	806	1361	816	1079	755
ENSMUSG00000001988	0	40	0	36	34	67	3	0	17	46	4	12
ENSMUSG00000058230	1171	2191	1954	1420	1326	877	1381	1028	1656	1410	1394	1523
ENSMUSG00000099423	0	27	52	40	0	0	79	8	53	33	10	14
ENSMUSG00000100583	8	13	22	6	168	9	32	18	37	18	23	16
ENSMUSG00000108307	10	35	0	13	0	0	18	19	42	19	13	41
ENSMUSG00000078795	0	21	220	4	0	232	15	17	60	69	109	14
ENSMUSG00000008036	1341	1403	901	1177	1899	2230	863	1144	1910	1186	1433	1475
ENSMUSG00000001918	408	362	577	535	0	18	295	80	163	89	139	104
ENSMUSG00000048920	854	724	0	457	1034	368	624	785	738	720	945	906
ENSMUSG00000030374	2918	4332	2228	3875	3227	2596	3280	2076	4103	3746	3166	3653
ENSMUSG00000041187	191	500	4	313	0	178	477	138	277	491	179	448
ENSMUSG00000097842	63	0	0	6	0	0	0	37	15	22	42	11
ENSMUSG00000078794	559	649	459	566	773	569	405	574	875	522	668	810
ENSMUSG00000019370	5347	4999	4975	4647	8690	6436	2549	3612	5259	3298	4303	3733
ENSMUSG00000070802	272	363	309	566	256	705	437	557	475	398	514	421
ENSMUSG00000041141	175	365	985	402	556	83	294	440	501	420	640	748
ENSMUSG00000108348	6	89	1	154	0	135	58	95	146	158	60	74
ENSMUSG00000041117	372	531	0	594	272	3	560	757	997	542	651	708
ENSMUSG00000003099	3600	4994	4907	4247	5406	3955	4125	3754	4612	5228	4360	4629
ENSMUSG00000004328	310	580	9	498	430	215	752	433	935	392	544	730
ENSMUSG00000108807	85	52	0	0	0	0	0	50	60	13	4	14
ENSMUSG00000040987	34	47	0	19	286	131	20	7	2	43	0	12
ENSMUSG00000030413	406	377	311	277	298	1797	130	18	92	155	69	90
ENSMUSG00000074358	793	769	358	631	868	1344	781	578	702	777	955	694
ENSMUSG00000030411	203	100	42	108	177	24	175	111	252	104	69	165
ENSMUSG00000074355	0	28	0	4	35	5	5	9	29	4	12	13
ENSMUSG00000048481	91	69	27	73	53	112	31	77	107	62	53	61
ENSMUSG00000086533	180	62	0	50	302	33	53	23	172	80	96	122
ENSMUSG00000044030	1841	1786	689	1484	1345	1577	990	1328	1854	1370	1674	1696
ENSMUSG00000023118	1346	2065	47	1498	1744	543	2648	1736	1890	3297	2184	2230
ENSMUSG00000030410	3221	4122	2501	3926	3332	3259	3039	3405	5400	4484	5039	4268
ENSMUSG00000030409	840	1107	488	717	1556	734	743	684	1070	1185	804	617
ENSMUSG00000040841	531	258	165	238	542	189	209	315	577	460	373	343
ENSMUSG00000050428	134	254	67	248	2	385	288	296	495	276	174	254
ENSMUSG00000030407	698	1088	640	741	694	853	949	711	1294	745	729	1077
